Customer_ID,Age,Annual_Income,Credit_Score,Tenure_Months,Card_Tier,Acquisition_Channel,Credit_Limit,Avg_Monthly_Spend,Utilization_Rate,Avg_Payment_Ratio,Delinq_30D_Count,Satisfaction_Score,Churn_Risk
C02233,38,68712,693,40,Gold,Digital,10383,1009.91,0.331,0.756,0,,0.083
C02234,32,66399,576,33,Classic,Branch,3877,710.92,0.726,0.612,0,7,0.105
C02235,47,91936,710,58,Gold,Direct Mail,13836,1243.06,0.541,0.784,1,8,0.058
C02236,22,60436,629,38,Classic,Digital,4029,404.03,0.576,0.511,1,6,0.185
C02237,52,57816,655,78,Classic,Digital,4560,603.13,0.299,0.674,0,7,0.057
C02238,39,105532,677,65, Classic,Partner,12670,1176.94,0.285,0.735,0,9,0.02
C02239,35,69426,723,36,Gold,Branch,12170,1240.3,0.264,0.908,0,7,0.134
C02240,39,88500,700,17,Gold,Digital,13235,1238.94,0.403,0.71,0,8,0.056
C02241,41,129806,682,66,platinum,partner,25830,2413.72,0.243,0.792,0,7,0.075
C02242,21,87020,782,22,Platinum,Digital,22769,2371.35,0.209,0.954,0,6,0.184
C02243,43,77190,642,55,Gold,Branch,9502,898.92,0.478,0.808,0,8,0.12
C02244,55,42134,677,62,Classic,Digital,3233,150,0.313,0.793,0,7,0.103
C02245,27,32005,600,64,Classic,Digital,1000,372.39,0.665,0.529,0,9,0.02
C02246,45,41745,660,17,Classic,Digital,7552,549.95,0.581,0.906,0,7,0.065
C02247,53,67329,683,64,Gold,Partner,8669,976.78,0.509,0.745,0,6,0.179
C02248,38,121495,735,47,Gold,Digital,22659,2226.47,0.501,0.656,0,6,0.181
C02249,30,72204,711,12,Gold,Digital,12573,1159.69,0.377,0.883,0,10,0.02
C02250,53,82059,686,29,Gold,Digital,12387,1009.01,0.33,0.952,0,6,0.139
C02251,52,78560,698,52,Gold,Direct Mail,11104,1535.26,0.364,0.677,0,8,0.02
C02252,53,210667,724,50,Platinum,Digital,40000,4899.58,0.17,0.752,0,,0.175
C02253,45,28000,688,11,Classic,Partner,4494,624.57,0.38,0.897,0,7,0.149
C02254,43,81569,725,79,Gold,Direct Mail,9021,1062.55,0.411,0.955,0,8,0.02
C02255,53,113901,687,34,Platinum,Branch,22515,2613.72,0.33,0.829,0,7,0.103
C02256,26,129586,665,37,Classic,Direct Mail,10746,1550.68,0.565,0.765,0,7,0.081
C02257,22,71744,720,119,Gold,Direct Mail,14241,1128.88,0.291,0.858,0,8,0.057
C02258,38,53797,671,20,Classic,Digital,1446,308.82,0.463,0.811,0,9,0.02
C02259,29,118614,766,18,Platinum,Digital,27835,3105.96,0.195,0.865,0,6,0.168
C02260,62,121707,648,62,Platinum,Direct Mail,27937,2948.24,0.365,0.564,0,6,0.17
C02261,42,58481,618,66,Classic,Digital,1947,560.52,0.351,0.572,0,7,0.118
C02262,38,48471,663,21,Classic,Branch,7255,542.72,0.307,0.614,0,8,0.056
C02263,46,85384,625,30,Gold,direct mail,11210,1150.05,0.471,0.638,1,9,0.025
C02264,60,76674,596,37,Classic,BRANCH,5171,384.32,0.384,0.696,0,5,0.231
C02265,53,145924,770,72,Platinum,Branch,36505,3185.3,0.272,0.76,0,,0.168
C02266,38,44804,730,110,Classic,Digital,6354,714.26,0.373,0.797,0,10,0.02
C02267,59,111571,606,11,Gold,Digital,14984,1312.03,0.582,0.588,2,,0.141
C02268,54,85315,675,60,Gold,Digital,12006,1871.33,0.468,0.873,0,7,0.106
C02269,50,87665,590,20,Classic,Branch,7690,1306.94,0.548,0.694,0,9,0.02
C02270,33,31544,685,79,Classic,Digital,4795,562.99,0.353,0.734,0,9,0.021
C02271,63,46490,639,63,Classic,Branch,1000,732.37,0.496,0.722,0,7,0.11
C02272,34,69320,613,92,Classic,Partner,4364,150,0.536,0.669,0,,0.109
C02273,54,49197,657,47,Classic,Partner,5517,794.69,0.454,0.693,0,8,0.04
C02274,21,39176,665,41,Classic,Branch,1000,150,0.297,0.582,0,7,0.119
C02275,51,174238,737,40,Platinum,Digital,36437,4038.53,0.311,0.861,0,5,0.211
C02276,40,70721,751,46,Gold,Direct Mail,10939,1218.32,0.196,0.92,0,9,0.02
C02277,42,134213,680,22, Platinum,Direct Mail,28969,3538.18,0.315,0.743,0,10,0.02
C02278,32,83933,599,51,Classic,Branch,4214,760.7,0.355,0.751,0,8,0.097
C02279,45,53222,659,42,Classic,Branch,4684,922.75,0.392,0.761,0,8,0.033
C02280,21,56531,741,13,Gold,Branch,11422,1160.94,0.297,0.777,0,8,0.049
C02281,48,172874,681,20,Gold,Branch,24078,2290.6,0.307,0.637,0,10,0.02
C02282,48,65948,601,46,Classic,Branch,4113,950.17,0.741,0.643,0,8,0.02
C02283,62,88179,669,81,Gold,Partner,10744,1346.72,0.649,0.867,0,10,0.02
C02284,40,80837,601,10,Classic,Branch,4077,1224.66,0.573,0.764,0,7,0.145
C02285,44,133919,570,89,Gold,Digital,15404,1911.77,0.361,0.525,0,7,0.15
C02286,42,74154,658,51,Gold,Direct Mail,10143,1190.78,0.251,0.761,0,10,0.02
C02287,50,92459,548,39,Classic,Direct Mail,5168,910.76,0.632,0.685,0,5,0.231
C02288,34,130140,804,27,Platinum,branch,32087,3147.29,0.25,1.0,0,9,0.02
C02289,33,80635,657,23,Classic,Digital,7411,181.34,0.347,0.637,0,,0.289
C02290,47,91080,641,26,Gold,Digital,10212,1655.64,0.295,0.624,0,8,0.071
C02291,36,59191,703,56,Gold,Direct Mail,7863,1280.33,0.553,0.914,0,6,0.135
C02292,21,178886,650,66,Platinum,Branch,35044,3884.65,0.356,0.668,2,4,0.291
C02293,49,82308,765,56,Classic,BRANCH,11348,1190.76,0.304,1.0,0,8,0.024
C02294,26,163523,687,99,Platinum,Digital,34239,3919.11,0.357,0.67,0,4,0.235
C02295,32,73042,804,38, Platinum,Branch,18257,1614.34,0.292,0.921,0,8,0.088
C02296,23,113809,686,21,Platinum,Partner,26747,3039.12,0.482,0.802,0,6,0.167
C02297,37,66475,677,52,Classic,Digital,5921,738.38,0.543,0.825,0,6,0.111
C02298,47,75281,653,72,gold,Partner,11264,1158.54,0.362,0.849,0,6,0.184
C02299,52,33730,655,58,Classic,Partner ,6608,936.57,0.459,0.895,0,9,0.02
C02300,21,76601,714,32,Gold,Digital,13953,1600.39,0.423,0.812,0,4,0.268
C02301,27,66457,613,27,Classic,Partner,4385,520.09,0.431,0.671,0,8,0.025
C02302,36,76963,711,44,Gold,Branch,11970,1652.53,0.586,0.725,0,8,0.022
C02303,34,32076,738,114,Classic,DIGITAL,5055,759.07,0.242,0.952,0,8,0.054
C02304,21,77456,624,31,Gold,Direct Mail,8220,1403.34,0.387,0.632,0,6,0.163
C02305,58,51750,555,29,Classic,Partner,1000,150,0.59,0.492,1,6,0.151
C02306,45,103810,725,33,Platinum,Branch,22267,2227.42,0.404,0.922,0,8,0.064
C02307,62,63916,683,88,Gold,Digital,8416,715.66,0.343,0.671,0,,0.181
C02308,38,59636,755,29,Gold,Digital,14546,1533.89,0.192,0.851,0,7,0.131
C02309,43,95323,700,27,Gold,Branch,15863,1429.04,0.29,0.774,0,8,0.126
C02310,48,70547,646,84, Gold,Direct Mail,10924,1459.28,0.397,0.856,0,9,0.02
C02311,36,113704,632,23,Gold,Digital,13173,1751.29,0.688,0.678,1,7,0.08
C02312,39,63889,616,8,Classic,Direct Mail,6286,881.67,0.706,0.699,0,9,0.02
C02313,40,64494,717,49,Gold,Partner,10950,1351.9,0.615,0.795,0,6,0.155
C02314,55,52310,623,33,Classic,Direct Mail,3637,409.52,0.367,0.646,0,7,0.062
C02315,42,67672,645,22,Classic,Digital,2621,810.48,0.409,0.751,0,8,0.02
C02316,39,37421,650,74,Classic,Digital,2059,253.43,0.589,0.787,0,6,0.161
C02317,49,77364,590,65,Classic,Branch,5416,684.17,0.552,0.645,1,10,0.02
C02318,25,101316,629,58,Gold,Digital,12065,1387.02,0.295,0.661,0,8,0.02
C02319,38,69535,677,40,Gold,branch,10999,1316.68,0.5,0.783,0,7,0.089
C02320,48,107342,647,26,Classic,Direct Mail,7429,752.54,0.493,0.81,1,7,0.069
C02321,63,70096,700,32,Gold,Branch,12097,1324.52,0.207,0.769,0,7,0.091
C02322,46,59174,694,62, Gold,Partner,9526,772.9,0.413,0.723,0,8,0.126
C02323,37,49076,658,40,Classic,Digital,4174,150,0.603,0.769,0,8,0.051
C02324,66,107424,679,67,Platinum,Digital,24331,2593.38,0.706,0.773,0,8,0.02
C02325,38,66168,746,15,Gold ,Digital,10340,1068.4,0.282,0.864,0,10,0.02
C02326,56,47940,668,101,Classic,Partner,2979,425.78,0.294,0.797,0,9,0.02
C02327,75,61159,656,46,Classic,DIRECT MAIL,5471,931.73,0.343,0.773,0,7,0.073
C02328,47,71511,783,32,Classic,PARTNER,8729,618.7,0.469,0.864,0,7,0.1
C02329,47,70506,674,30,Gold,Digital,10594,1007.56,0.301,0.76,0,8,0.053
C02330,29,61189,617,119,Classic,Branch,2693,617.38,0.462,0.674,0,6,0.163
C02331,36,91494,677,36, Gold,Digital,13286,1390.39,0.557,0.711,0,8,0.03
C02332,33,76556,643,124,Gold,Partner,7304,1323.21,0.312,0.694,1,7,0.122
C02333,36,76811,705,64,Gold,Branch,11542,1220.21,0.37,0.755,0,7,0.083
C02334,36,67645,615,24,Classic,Branch,3291,371.67,0.386,0.666,0,7,0.118
C02335,43,51510,738,62,Gold,Direct Mail,12305,1382.8,0.419,0.911,0,5,0.148
C02336,52,81239,734,18,Gold,Direct Mail,14998,1675.69,0.221,0.883,0,7,0.09
C02337,27,139685,657,29,Platinum,Digital,27675,3212.53,0.376,0.696,0,7,0.105
C02338,46,72226,747,77,Gold,Digital,11373,1476.53,0.193,0.893,0,10,0.02
C02339,32,136024,631,32,Platinum,Digital,25985,2732.5,0.512,0.702,0,9,0.02
C02340,31,135216,590,45,Classic,Partner,8699,1161.79,0.578,0.45,1,8,0.065
C02341,47,71953,657,19,Gold,Digital,8846,984.6,0.339,0.593,0,7,0.103
C02342,46,38151,730,11,Classic,Digital,4781,468.0,0.446,0.666,0,7,0.102
C02343,42,114627,627,32,Gold,Digital,13450,1538.31,0.403,0.735,0,7,0.105
C02344,32,98896,783,36,Platinum,Branch ,27987,2667.58,0.332,0.813,0,10,0.02
C02345,36,54707,720,78,Gold,Partner,9123,1136.33,0.513,0.786,0,7,0.135
C02346,46,87836,766,45,Gold,Branch,14363,1481.47,0.182,0.937,0,5,0.225
C02347,26,51343,632,7,Classic,Partner,2595,336.03,0.376,0.776,0,7,0.212
C02348,34,119833,658,39,platinum,Branch,23956,2211.01,0.247,0.731,0,8,0.089
C02349,50,28000,693,14,Classic ,Branch,4288,850.65,0.352,0.802,0,7,0.131
C02350,66,116767,613,23,Gold,Direct Mail,8995,1373.08,0.322,0.676,1,9,0.033
C02351,45,105881,643,17,Gold,Digital,14790,1801.07,0.499,0.688,0,6,0.135
C02352,37,73072,745,35,GOLD,Branch,14024,1289.76,0.266,0.842,0,10,0.02
C02353,35,86292,722,11,Gold,Partner,12706,1668.68,0.388,0.987,0,8,0.032
C02354,48,38881,616,59,Classic,Direct Mail,4019,915.2,0.613,0.777,0,8,0.077
C02355,47,148229,652,30,Classic,Partner,11575,1431.41,0.449,0.825,0,7,0.107
C02356,39,65190,758,51,Gold,Branch,10094,1288.67,0.21,0.858,0,6,0.195
C02357,45,104040,774,18,Classic,Branch,13376,919.51,0.148,0.958,0,7,0.114
C02358,34,33862,650,78,Classic,Direct Mail,2262,413.44,0.592,0.661,0,8,0.052
C02359,29,101617,593,13,Gold,Direct Mail,11227,1487.65,0.399,0.645,0,6,0.192
C02360,47,111861,779,101,Platinum,Digital,28241,2825.97,0.364,0.894,0,7,0.067
C02361,37,63360,622,21,Classic ,Digital,1473,349.51,0.478,0.645,0,5,0.2
C02362,41,140570,674,8,Platinum,Partner,28347,3310.63,0.311,0.789,0,8,0.032
C02363,68,107611,779,89,PLATINUM,Direct Mail,28098,2883.63,0.144,0.836,0,7,0.108
C02364,44,75411,744,69,Classic,DIRECT MAIL,9073,1093.03,0.238,0.84,0,9,0.021
C02365,35,70617,571,58,Classic,Partner,3734,570.02,0.551,0.72,0,6,0.158
C02366,50,79455,715,42,Gold,Digital,14002,1492.66,0.406,0.922,0,7,0.104
C02367,43,54670,645,75,Classic,Digital,3756,224.9,0.746,0.772,0,7,0.096
C02368,40,97769,693,88,Classic,Branch,7257,1076.71,0.408,0.693,0,8,0.02
C02369,70,41882,720,81,CLASSIC,Digital,5532,249.51,0.288,0.983,0,7,0.105
C02370,56,61592,666,31,Classic,Digital,5397,465.49,0.442,0.752,0,6,0.153
C02371,57,193636,673,18,Platinum,Direct Mail,38707,4092.76,0.322,0.545,0,8,0.055
C02372,30,50311,698,41,Classic,PARTNER,5189,663.47,0.528,0.751,0,7,0.073
C02373,31,67919,695,33,Gold,Digital,10745,759.06,0.441,0.784,0,9,0.09
C02374,60,66046,781,56,Gold,Branch,14495,1608.56,0.197,0.919,0,6,0.184
C02375,34,61485,610,31,Classic,Digital,3196,540.68,0.55,0.709,0,5,0.233
C02376,66,65813,727,58,Gold,Digital,10590,1388.16,0.532,0.699,0,9,0.02
C02377,29,41265,708,53, Classic,Branch,7083,764.08,0.318,0.9,0,6,0.122
C02378,43,138838,707,68,Platinum,Partner,27423,3059.65,0.293,0.783,0,4,0.24
C02379,48,124887,626,44,Gold,Direct Mail,15603,2097.94,0.344,0.736,0,9,0.02
C02380,30,120104,648,58,Platinum,Direct Mail,20923,2515.06,0.469,0.603,0,8,0.068
C02381,34,66417,635,74,Classic,Digital,1475,155.01,0.418,0.625,0,8,0.035
C02382,33,67969,676,28,Classic,Digital ,8957,1191.06,0.567,0.816,0,9,0.02
C02383,31,72515,624,66,Classic,Digital,4385,509.65,0.398,0.603,0,7,0.121
C02384,37,134050,761,34,Platinum,Branch,32226,3765.47,0.236,0.907,0,7,0.092
C02385,57,65266,690,51,Classic,Digital,3394,621.06,0.388,0.83,0,6,0.155
C02386,42,63344,763,41,gold,Digital,15619,1415.97,0.461,0.792,0,10,0.02
C02387,29,82597,692,39,Gold,Branch,12225,1229.12,0.374,0.85,0,6,0.154
C02388,37,28000,703,15,Classic,Digital,1960,150,0.289,0.807,0,,0.153
C02389,21,62223,613,57,Classic,Digital,6392,557.95,0.695,0.714,0,8,0.064
C02390,28,60823,623,7,Classic,Digital,1148,437.22,0.432,0.745,1,8,0.094
C02391,23,59545,604,48,Classic,Branch,2342,739.98,0.622,0.629,0,7,0.098
C02392,41,28463,834,53,Gold,Digital,8810,1135.78,0.095,1.0,0,7,0.07
C02393,34,208268,794,50,Platinum,Branch,40000,4503.77,0.201,0.897,0,8,0.074
C02394,33,71091,645,26,Gold,Digital,11647,985.17,0.395,0.701,0,7,0.136
C02395,40,82207,721,9,Classic,Digital,8597,1050.44,0.382,0.978,0,,0.19
C02396,61,163940,773,31,Classic,Direct Mail,19332,1935.15,0.33,0.901,0,7,0.13
C02397,39,49758,681,9,Classic,Partner,4565,521.52,0.386,0.802,0,6,0.157
C02398,52,82218,645,74,Classic,Partner,6304,991.7,0.586,0.794,1,9,0.02
C02399,45,80499,569,13,Classic, Partner,1354,588.39,0.599,0.622,1,7,0.126
C02400,53,39524,659,41,Classic,Digital,4491,204.78,0.431,0.606,0,10,0.02
C02401,42,69121,775,29,Gold,Direct Mail,13740,1172.35,0.3,0.745,0,6,0.198
C02402,46,80502,776,42,Platinum,Direct Mail,20527,2427.9,0.151,0.768,0,6,0.189
C02403,58,77666,737,24,Classic,Branch,7364,884.46,0.326,0.949,1,6,0.147
C02404,42,159528,735,27,Platinum,Digital,34149,3567.17,0.256,0.828,0,8,0.054
C02405,24,84131,638,15, Classic,Digital,2905,527.84,0.403,0.755,0,9,0.02
C02406,38,37158,653,28,Classic,Branch,4767,621.63,0.267,0.647,0,6,0.183
C02407,35,37330,699,37,Classic,Direct Mail,6826,150,0.205,0.72,0,7,0.14
C02408,47,81817,629,25,Gold,Digital,11328,1427.59,0.365,0.71,0,8,0.077
C02409,59,94271,670,19,Gold,Partner,10890,1068.64,0.27,0.678,0,9,0.02
C02410,43,42705,727,69,Gold,Branch,8536,1484.29,0.233,0.895,0,5,0.212
C02411,50,38053,775,27,Gold,DIGITAL,8906,919.04,0.261,0.959,0,7,0.092
C02412,46,85642,622,43,Gold,Partner,9791,1507.39,0.422,0.676,0,7,0.093
C02413,59,116558,640,50,Gold ,Direct Mail,12960,1267.12,0.419,0.579,0,10,0.02
C02414,31,141958,689,35,Platinum, Direct Mail,30447,2817.33,0.351,0.782,0,6,0.173
C02415,45,102662,622,38,Classic,Direct Mail,8005,1042.73,0.403,0.65,0,9,0.02
C02416,54,118958,722,49,Platinum,Partner,25007,2515.85,0.351,0.869,0,,0.129
C02417,32,64239,710,46,Gold,Partner,11072,1024.99,0.498,0.917,0,7,0.132
C02418,50,40794,632,47,Classic,Digital,1000,162.23,0.449,0.676,0,4,0.253
C02419,34,48703,614,14,Classic,Digital,2937,374.14,0.634,0.745,0,6,0.166
C02420,58,224342,724,82,Platinum,Partner,40000,4364.16,0.527,0.789,0,8,0.031
C02421,47,126214,676,15,Platinum,Digital,27641,3359.8,0.442,0.764,0,10,0.02
C02422,41,123437,646,43,Platinum ,Digital,25610,2664.93,0.472,0.617,0,9,0.02
C02423,46,114834,640,33,Classic,Partner,6645,861.5,0.297,0.734,0,8,0.103
C02424,54,96149,717,59,Gold,Digital,16592,1634.28,0.325,0.745,0,6,0.163
C02425,50,77223,673,59,Gold,Partner,11308,1471.73,0.373,0.719,1,8,0.056
C02426,34,67381,520,68,Classic,BRANCH,2369,577.35,0.792,0.61,0,7,0.132
C02427,54,93735,701,38,Gold ,Digital,15277,1701.46,0.384,0.828,0,,0.217
C02428,52,89817,761,65,Platinum,Digital,21867,2146.68,0.248,0.738,0,,0.038
C02429,25,113348,751,43,Platinum,Digital ,26607,2559.6,0.411,0.885,0,,0.408
C02430,35,113192,625,88,Gold,Direct Mail,13522,1783.28,0.472,0.759,1,8,0.072
C02431,32,119923,719,15,platinum,Partner,27429,2914.06,0.578,0.853,0,,0.101
C02432,44,78652,687,44,Gold,Digital,13861,1392.1,0.414,0.715,0,10,0.02
C02433,37,107371,728,14,Classic,Digital,12055,1495.18,0.201,0.902,0,,0.061
C02434,30,75771,640,13,Gold,Digital,7132,896.35,0.359,0.682,0,6,0.245
C02435,38,64467,773,33, Gold,Partner,11018,1361.01,0.284,0.926,0,8,0.065
C02436,32,95209,707,21,Gold,Direct Mail,15561,1802.43,0.219,0.865,0,7,0.095
C02437,31,59232,587,78,Classic,Direct Mail,2193,185.07,0.391,0.593,1,9,0.02
C02438,36,50950,613,47,Classic,Digital,3424,226.58,0.551,0.761,0,8,0.059
C02439,40,165971,707,43,Platinum,Digital,34311,4183.96,0.449,0.682,0,9,0.02
C02440,24,70663,660,44,Gold,Branch,9826,875.96,0.39,0.753,0,7,0.187
C02441,56,59199,662,17,Classic,Partner,5134,1069.03,0.35,0.767,0,8,0.082
C02442,49,45905,639,30,Classic,Partner,3585,288.69,0.445,0.84,0,6,0.149
C02443,31,93073,645,26,Gold,Direct Mail,12753,1361.62,0.671,0.803,0,6,0.152
C02444,31,58735,685,9,Gold,Digital,10237,864.3,0.51,0.681,0,7,0.209
C02445,41,145050,742,29,Platinum,Digital,31311,2944.87,0.544,0.865,0,7,0.116
C02446,27,83092,657,56,Gold,digital,11438,1122.49,0.357,0.768,0,6,0.185
C02447,50,81421,653,100,Gold,Branch,10044,554.71,0.785,0.645,0,7,0.202
C02448,41,131133,674,71,Gold,Partner,17509,2066.43,0.403,0.702,0,6,0.156
C02449,21,106684,615,173,Gold,Digital,16079,1640.69,0.634,0.564,1,8,0.036
C02450,51,65124,682,157,Classic,Digital,4788,879.65,0.436,0.686,0,7,0.13
C02451,46,61580,715,37,Gold,direct mail,9632,808.85,0.335,0.891,0,7,0.193
C02452,65,119606,715,49,Platinum ,branch,26959,2978.61,0.482,0.84,0,9,0.026
C02453,42,227405,809,65,Platinum,Digital,40000,4603.97,0.233,0.94,0,8,0.063
C02454,28,46666,710,33,Classic,Partner,7727,609.51,0.248,0.963,0,9,0.04
C02455,58,36926,760,26,Gold,Branch,6284,339.89,0.403,0.909,0,6,0.236
C02456,30,46104,798,37,Gold,Digital,8734,1029.14,0.166,0.91,0,7,0.117
C02457,44,91756,677,15,gold,Branch,12311,1131.78,0.317,0.872,0,5,0.229
C02458,26,63412,645,48,Classic,Digital,3075,520.11,0.383,0.6,0,8,0.089
C02459,49,61632,698,66,Gold,Partner,9292,1566.95,0.324,0.801,2,6,0.148
C02460,32,102296,706,11,Classic,Partner,8796,662.69,0.353,0.91,0,10,0.02
C02461,44,61243,664,7,Classic,Digital,4314,434.2,0.63,0.745,0,7,0.145
C02462,43,32368,638,74,Classic,Partner,1000,276.49,0.441,0.636,1,8,0.092
C02463,21,47173,666,31,Classic,Digital,3125,453.43,0.416,0.693,1,9,0.02
C02464,35,66710,726,76,Gold,partner,9231,1070.7,0.37,0.705,0,9,0.02
C02465,44,57529,725,4,Gold,Partner,12504,1154.8,0.255,0.806,0,4,0.31
C02466,34,74013,715,34,Gold,Branch,11889,1361.2,0.287,0.816,0,8,0.066
C02467,21,85000,588,36,Classic,Digital,6501,1005.73,0.752,0.642,0,6,0.15
C02468,53,53294,755,55,Gold,Branch,17339,725.96,0.354,0.75,0,6,0.244
C02469,63,169208,610,51,Platinum,Direct Mail,31619,3220.39,0.661,0.568,0,8,0.048
C02470,49,79226,697,21,Gold,Partner,11549,1298.79,0.378,0.845,0,6,0.139
C02471,38,48597,748,47,Classic,Partner,6449,979.09,0.343,0.794,0,9,0.022
C02472,54,48744,624,34,Classic,Digital,5166,938.21,0.618,0.567,0,6,0.18
C02473,41,32168,669,9,Classic,Direct Mail,5197,278.56,0.325,0.678,0,7,0.117
C02474,45,60230,684,84,Classic,Digital,5925,890.76,0.377,0.793,0,8,0.056
C02475,50,110190,693,35,Classic,Direct Mail,12119,1556.62,0.354,0.87,0,9,0.02
C02476,41,68773,710,11,Gold,Direct Mail,11027,1312.53,0.415,0.881,0,8,0.022
C02477,30,64030,617,48,Classic,Digital,5397,922.52,0.456,0.711,1,7,0.117
C02478,68,80498,692,57,Gold,Digital,12458,1562.0,0.276,0.763,0,,0.172
C02479,52,182121,681,14,Platinum, Direct Mail,36454,3610.86,0.38,0.755,0,4,0.275
C02480,50,29191,585,34,Classic,Digital,1000,440.0,0.515,0.676,0,8,0.08
C02481,29,55311,699,28,Gold,Partner,10848,874.49,0.326,0.789,0,8,0.071
C02482,35,99843,673,40,Gold,Branch,13081,1461.47,0.65,0.793,0,8,0.041
C02483,27,85237,798,31,Gold,Direct Mail,18419,1370.62,0.61,1.0,0,7,0.144
C02484,43,65915,667,59,Gold,Digital ,8839,929.34,0.503,0.656,0,6,0.136
C02485,31,68219,560,52,Classic, Partner,1000,449.94,0.829,0.571,0,7,0.08
C02486,40,41809,609,37,Classic,Branch,1000,150,0.645,0.672,0,6,0.164
C02487,36,63464,607,35,Classic,Digital,3410,650.01,0.437,0.675,0,9,0.02
C02488,27,166514,721,10,Classic,Digital,13982,1809.08,0.468,0.874,0,8,0.038
C02489,49,43323,706,36,Classic,Direct Mail,6854,697.7,0.256,0.881,0,8,0.02
C02490,32,39967,645,53,Classic,Digital,4081,150,0.355,0.742,1,5,0.216
C02491,47,42733,708,53,Classic ,Digital,3087,502.39,0.334,0.84,0,10,0.02
C02492,37,75891,694,2,Classic,Digital,9506,1117.71,0.274,0.776,0,9,0.091
C02493,55,196288,699,64,Platinum,Partner,40000,4722.17,0.48,0.786,0,9,0.02
C02494,24,134294,760,66,Gold,Digital,20137,2234.09,0.27,0.756,0,6,0.176
C02495,44,59957,624,28,Classic,Direct Mail,3655,505.82,0.363,0.544,0,8,0.079
C02496,40,40833,699,50,Classic,Digital,5176,196.36,0.285,0.654,0,7,0.097
C02497,48,44413,720,92,Gold,Digital,8924,1333.95,0.335,0.888,0,7,0.106
C02498,22,41500,692,50,Classic,Branch,6912,901.06,0.391,0.762,0,6,0.136
C02499,44,52342,659,51,Classic,Digital,3363,596.11,0.323,0.78,0,6,0.115
C02500,46,44943,745,30,Gold,Branch,11695,1095.72,0.35,0.659,0,8,0.035
C02501,56,61850,625,43,Classic,Branch,4011,386.27,0.377,0.66,0,7,0.088
C02502,47,62430,676,14,Gold,Digital,11379,1198.16,0.398,0.805,0,8,0.075
C02503,53,91506,746,59,Platinum,Branch,21202,2265.11,0.228,0.951,0,4,0.281
C02504,52,78036,733,33,GOLD,Branch,11908,1329.79,0.364,0.864,0,9,0.02
C02505,47,81049,675,95,Gold,Digital ,12583,970.98,0.55,0.757,0,5,0.188
C02506,56,63619,696,10,Gold,Digital,8214,1063.67,0.226,0.795,0,10,0.02
C02507,52,62530,703,21,Gold,Digital,10795,994.72,0.462,0.864,0,9,0.02
C02508,49,104906,713,35,Platinum,Digital,25861,3129.98,0.631,0.784,1,7,0.114
C02509,48,76468,718,41,Gold,Direct Mail,13806,1231.72,0.229,0.829,0,4,0.289
C02510,36,91804,652,18,Gold,partner,13399,1767.5,0.524,0.671,0,8,0.051
C02511,47,97134,714,36,platinum,Digital,23042,2387.75,0.305,0.977,0,9,0.02
C02512,44,109415,727,27,Classic,Digital,8805,1323.92,0.588,0.716,0,6,0.177
C02513,21,59248,708,23,Gold,Direct Mail,7961,966.84,0.31,0.731,0,6,0.145
C02514,40,79291,646,22,Gold,Branch,6696,703.77,0.285,0.68,0,,0.211
C02515,43,280000,741,38,Platinum,Digital,40000,4828.87,0.619,0.874,0,8,0.078
C02516,33,86763,575,17,Classic,Partner,1615,451.07,0.424,0.577,0,7,0.129
C02517,41,52730,673,66, Classic,Partner,2889,1086.09,0.343,0.879,0,6,0.143
C02518,30,148298,670,59,Platinum,Digital,31125,3243.85,0.546,0.877,0,7,0.116
C02519,40,130088,705,75,Classic,Branch,13406,1880.78,0.238,0.739,0,7,0.09
C02520,56,101895,654,34,Gold,Digital,14388,1384.4,0.47,0.678,0,6,0.216
C02521,21,37040,710,88,Classic,Digital,4483,579.7,0.284,0.866,0,5,0.244
C02522,51,68250,606,59,Classic,Branch,6607,1384.82,0.516,0.508,0,6,0.166
C02523,58,107812,759,51,Platinum,Partner,27829,2333.81,0.217,0.912,0,,0.098
C02524,31,29316,604,32,Classic,Digital,1000,150,0.501,0.675,0,7,0.108
C02525,48,88596,742,68,Platinum,Direct Mail,23382,2207.58,0.18,0.843,0,5,0.231
C02526,44,45905,719,21,Gold,Partner,6307,1103.04,0.551,0.955,0,10,0.02
C02527,26,137965,722,17,Platinum,Partner,31053,3632.52,0.669,0.776,0,9,0.02
C02528,64,94919,770,39,Platinum,Branch,24334,2818.69,0.412,0.948,0,7,0.097
C02529,49,74095,685,79,Gold,Digital,10601,1181.7,0.358,0.611,0,7,0.117
C02530,39,62226,747,34,Gold,Digital,13968,1288.01,0.257,0.937,0,7,0.113
C02531,39,76027,772,40,Classic,Direct Mail,8821,807.62,0.356,0.831,0,7,0.106
C02532,63,47983,660,41,Classic,Digital,2733,576.28,0.607,0.872,0,9,0.02
C02533,75,152237,733,13,Platinum, Digital,35314,3687.34,0.415,0.878,0,6,0.174
C02534,43,96986,709,33,Platinum,Partner,20444,2078.89,0.507,0.786,0,7,0.072
C02535,37,204467,758,47,Platinum,Digital,40000,4666.28,0.321,0.836,0,7,0.072
C02536,32,53837,595,72,Classic,Digital,1345,432.3,0.358,0.556,1,10,0.02
C02537,48,52097,522,49,Classic,Partner,1000,150,0.459,0.463,1,8,0.081
C02538,21,72300,763,40,Gold,Branch,12108,1221.29,0.26,0.771,0,8,0.052
